,codigo,sintomas
2135,E25,Sintomas no encontrados
2136,E25.0,Sintomas no encontrados
2137,E25.8,Sintomas no encontrados
2138,E25.9,Sintomas no encontrados
2139,E26,Nocturia
2140,E26.0,"High blood pressure, poor vision, headaches, muscular weakness, muscle spasms[1][2]"
2141,E26.1,Nocturia
2142,E26.8,Sintomas no encontrados
2143,E26.9,Sintomas no encontrados
2144,E27,Sintomas no encontrados
2145,E27.0,Sintomas no encontrados
2146,E27.1,Sintomas no encontrados
2147,E27.2,"Fever, lethargy, hyperkalemia, hyponatremia, hypotension, diarrhea, vomiting, convulsions[1]"
2148,E27.3,Sintomas no encontrados
2149,E27.4,Sintomas no encontrados
2150,E27.5,Sintomas no encontrados
2151,E27.8,Sintomas no encontrados
2152,E27.9,Sintomas no encontrados
2153,E28,Sintomas no encontrados
2154,E28.0,Sintomas no encontrados
2155,E28.1,Sintomas no encontrados
2156,E28.2,"Irregular menstrual periods, heavy periods, excess hair, acne, pelvic pain, difficulty getting pregnant, patches of thick, darker, velvety skin[3]"
2157,E28.3,Sintomas no encontrados
2158,E28.8,Sintomas no encontrados
2159,E28.9,Sintomas no encontrados
2160,E29,Sintomas no encontrados
2161,E29.0,Sintomas no encontrados
2162,E29.1,Sintomas no encontrados
2163,E29.8,Sintomas no encontrados
2164,E29.9,Sintomas no encontrados
2165,E30,Sintomas no encontrados
2166,E30.0,Sintomas no encontrados
2167,E30.1,Sintomas no encontrados
2168,E30.8,Sintomas no encontrados
2169,E30.9,Sintomas no encontrados
2170,E31,Sintomas no encontrados
2171,E31.0,Sintomas no encontrados
2172,E31.1,Sintomas no encontrados
2173,E31.8,Sintomas no encontrados
2174,E31.9,Sintomas no encontrados
2175,E32,Sintomas no encontrados
2176,E32.0,Sintomas no encontrados
2177,E32.1,Sintomas no encontrados
2178,E32.8,Sintomas no encontrados
2179,E32.9,Sintomas no encontrados
2180,E34,Sintomas no encontrados
2181,E34.0,Sintomas no encontrados
2182,E34.1,Sintomas no encontrados
2183,E34.2,Sintomas no encontrados
2184,E34.3,Sintomas no encontrados
2185,E34.4,"Abnormal growth in height or size, weakness and insomnia[1]"
2186,E34.5,Sintomas no encontrados
2187,E34.8,Sintomas no encontrados
2188,E34.9,Sintomas no encontrados
2189,E35,Sintomas no encontrados
2190,E35.0,Sintomas no encontrados
2191,E35.1,Sintomas no encontrados
2192,E35.8,Sintomas no encontrados
2193,E40,Sintomas no encontrados
2194,E41,Sintomas no encontrados
2195,E42,Sintomas no encontrados
2196,E43,Sintomas no encontrados
2197,E44,Sintomas no encontrados
2198,E44.0,Sintomas no encontrados
2199,E44.1,Sintomas no encontrados
2200,E45,Sintomas no encontrados
2201,E46,Sintomas no encontrados
2202,E50,Sintomas no encontrados
2203,E50.0,Sintomas no encontrados
2204,E50.1,Sintomas no encontrados
2205,E50.2,Sintomas no encontrados
2206,E50.3,Sintomas no encontrados
2207,E50.4,Sintomas no encontrados
2208,E50.5,Sintomas no encontrados
2209,E50.6,Sintomas no encontrados
2210,E50.7,Sintomas no encontrados
2211,E50.8,Sintomas no encontrados
2212,E50.9,Sintomas no encontrados
2213,E51,"Wet: Fast heart rate, shortness of breath, leg swelling[1]Dry: Numbness, confusion, trouble moving the legs, pain[1]"
2214,E51.1,"Wet: Fast heart rate, shortness of breath, leg swelling[1]Dry: Numbness, confusion, trouble moving the legs, pain[1]"
2215,E51.2,"Ataxia, ophthalmoplegia, confusion"
2216,E51.8,Sintomas no encontrados
2217,E51.9,Sintomas no encontrados
2218,E52,Sintomas no encontrados
2219,E53,Sintomas no encontrados
2220,E53.0,Sintomas no encontrados
2221,E53.1,Sintomas no encontrados
2222,E53.8,Sintomas no encontrados
2223,E53.9,Sintomas no encontrados
2224,E54,"Weakness, feeling tired, changes to hair, sore arms and legs, gum disease, easy bleeding[1][2]"
2225,E55,Usually asymptomatic
2226,E55.0,Sintomas no encontrados
2227,E55.9,Sintomas no encontrados
2228,E56,Sintomas no encontrados
2229,E56.0,Sintomas no encontrados
2230,E56.1,Sintomas no encontrados
2231,E56.8,Sintomas no encontrados
2232,E56.9,Sintomas no encontrados
2233,E58,Sintomas no encontrados
2234,E59,Sintomas no encontrados
2235,E60,Sintomas no encontrados
2236,E61,Sintomas no encontrados
2237,E61.0,Sintomas no encontrados
2238,E61.1,Sintomas no encontrados
2239,E61.2,"Tremor, poor coordination, nystagmus, seizures[1]"
2240,E61.3,Sintomas no encontrados
2241,E61.4,Sintomas no encontrados
2242,E61.5,Sintomas no encontrados
2243,E61.6,Sintomas no encontrados
2244,E61.7,Sintomas no encontrados
2245,E61.8,Sintomas no encontrados
2246,E61.9,Sintomas no encontrados
2247,E63,Sintomas no encontrados
2248,E63.0,Sintomas no encontrados
2249,E63.1,Sintomas no encontrados
2250,E63.8,Sintomas no encontrados
2251,E63.9,Sintomas no encontrados
2252,E64,Sintomas no encontrados
2253,E64.0,Sintomas no encontrados
2254,E64.1,Sintomas no encontrados
2255,E64.2,Sintomas no encontrados
2256,E64.3,Sintomas no encontrados
2257,E64.8,Sintomas no encontrados
2258,E64.9,Sintomas no encontrados
2259,E65,Sintomas no encontrados
2260,E66,Increased fat[1]
2261,E66.0,Sintomas no encontrados
2262,E66.1,Sintomas no encontrados
2263,E66.2,Sintomas no encontrados
2264,E66.8,Sintomas no encontrados
2265,E66.9,Sintomas no encontrados
2266,E67,Sintomas no encontrados
2267,E67.0,Sintomas no encontrados
2268,E67.1,Sintomas no encontrados
2269,E67.2,Sintomas no encontrados
2270,E67.3,Sintomas no encontrados
2271,E67.8,Sintomas no encontrados
2272,E68,Sintomas no encontrados
2273,E70,Sintomas no encontrados
2274,E70.0,"Without treatment intellectual disability, seizures, behavioral problems, mental disorders, musty odor[1]"
2275,E70.1,Sintomas no encontrados
2276,E70.2,Sintomas no encontrados
2277,E70.3,Sintomas no encontrados
2278,E70.8,Sintomas no encontrados
2279,E70.9,Sintomas no encontrados
2280,E71,Sintomas no encontrados
2281,E71.0,Sintomas no encontrados
2282,E71.1,Sintomas no encontrados
2283,E71.2,Sintomas no encontrados
2284,E71.3,Sintomas no encontrados
2285,E72,Sintomas no encontrados
2286,E72.0,Sintomas no encontrados
2287,E72.1,Sintomas no encontrados
2288,E72.2,Sintomas no encontrados
2289,E72.3,Sintomas no encontrados
2290,E72.4,Sintomas no encontrados
2291,E72.5,Sintomas no encontrados
2292,E72.8,Sintomas no encontrados
2293,E72.9,Sintomas no encontrados
2294,E73,"Abdominal pain, bloating, diarrhea, flatulence, nausea[1]"
2295,E73.0,Sintomas no encontrados
2296,E73.1,Sintomas no encontrados
2297,E73.8,Sintomas no encontrados
2298,E73.9,Sintomas no encontrados
2299,E74,Sintomas no encontrados
2300,E74.0,Sintomas no encontrados
2301,E74.1,Sintomas no encontrados
2302,E74.2,Sintomas no encontrados
2303,E74.3,Sintomas no encontrados
2304,E74.4,Sintomas no encontrados
2305,E74.8,Sintomas no encontrados
2306,E74.9,Sintomas no encontrados
2307,E75,Sintomas no encontrados
2308,E75.0,Sintomas no encontrados
2309,E75.1,Sintomas no encontrados
2310,E75.2,Sintomas no encontrados
2311,E75.3,Sintomas no encontrados
2312,E75.4,Sintomas no encontrados
2313,E75.5,Sintomas no encontrados
2314,E75.6,Sintomas no encontrados
2315,E76,Sintomas no encontrados
2316,E76.0,Sintomas no encontrados
2317,E76.1,"Skeletal abnormalities, hearing loss, retinal degeneration, enlarged liver and spleen"
2318,E76.2,Sintomas no encontrados
2319,E76.3,Sintomas no encontrados
2320,E76.8,Sintomas no encontrados
2321,E76.9,Sintomas no encontrados
2322,E77,Sintomas no encontrados
2323,E77.0,Sintomas no encontrados
2324,E77.1,Sintomas no encontrados
2325,E77.8,Sintomas no encontrados
2326,E77.9,Sintomas no encontrados
2327,E78,Sintomas no encontrados
2328,E78.0,Sintomas no encontrados
2329,E78.1,Sintomas no encontrados
2330,E78.2,Sintomas no encontrados
2331,E78.3,Sintomas no encontrados
2332,E78.4,Sintomas no encontrados
2333,E78.5,Sintomas no encontrados
2334,E78.6,Sintomas no encontrados
2335,E78.8,Sintomas no encontrados
2336,E78.9,Sintomas no encontrados
2337,E79,Sintomas no encontrados
2338,E79.0,Sintomas no encontrados
2339,E79.1,"self harm, dystonia, chorea, spacicity, intellectual disability, hyperuricemia,"
2340,E79.8,Sintomas no encontrados
2341,E79.9,Sintomas no encontrados
2342,E80,Sintomas no encontrados
2343,E80.0,"Depending on subtype—abdominal pain, chest pain, vomiting, confusion, constipation, fever, seizures, blisters with sunlight[1][2]"
2344,E80.1,Sintomas no encontrados
2345,E80.2,Sintomas no encontrados
2346,E80.3,Sintomas no encontrados
2347,E80.4,"Strong abdominal pain, nausea, tired and weak feeling, slight jaundice[1]"
2348,E80.5,Sintomas no encontrados
2349,E80.6,Sintomas no encontrados
2350,E80.7,Sintomas no encontrados
2351,E83,Sintomas no encontrados
2352,E83.0,Sintomas no encontrados
2353,E83.1,Sintomas no encontrados
2354,E83.2,Sintomas no encontrados
2355,E83.3,Sintomas no encontrados
2356,E83.4,Sintomas no encontrados
2357,E83.5,Sintomas no encontrados
2358,E83.8,Sintomas no encontrados
2359,E83.9,Sintomas no encontrados
2360,E84,"Difficulty breathing, coughing up mucus, poor growth, fatty stool[1]"
2361,E84.0,Sintomas no encontrados
2362,E84.1,Sintomas no encontrados
2363,E84.8,Sintomas no encontrados
2364,E84.9,Sintomas no encontrados
2365,E85,"Feeling tired, weight loss, swelling of the legs, shortness of breath, bleeding, feeling light headed with standing[2]"
2366,E85.0,Sintomas no encontrados
2367,E85.1,Sintomas no encontrados
2368,E85.2,Sintomas no encontrados
2369,E85.3,Sintomas no encontrados
2370,E85.4,Sintomas no encontrados
2371,E85.8,Sintomas no encontrados
2372,E85.9,Sintomas no encontrados
2373,E86,"headache, fatigue, nausea, profuse sweating, dizziness"
2374,E87,Sintomas no encontrados
2375,E87.0,Sintomas no encontrados
2376,E87.1,Sintomas no encontrados
2377,E87.2,Sintomas no encontrados
2378,E87.3,Sintomas no encontrados
2379,E87.4,Sintomas no encontrados
2380,E87.5,"Palpitations, muscle pain, muscle weakness, numbness[1][2]"
2381,E87.6,"Feeling tired, leg cramps, weakness, constipation, abnormal heart rhythm[1]"
2382,E87.7,Sintomas no encontrados
2383,E87.8,Sintomas no encontrados
2384,E88,Sintomas no encontrados
2385,E88.0,Sintomas no encontrados
2386,E88.1,Sintomas no encontrados
2387,E88.2,Sintomas no encontrados
2388,E88.3,Sintomas no encontrados
2389,E88.8,Sintomas no encontrados
2390,E88.9,Sintomas no encontrados
2391,E89,Sintomas no encontrados
2392,E89.0,Sintomas no encontrados
2393,E89.1,Sintomas no encontrados
2394,E89.2,Sintomas no encontrados
2395,E89.3,Sintomas no encontrados
2396,E89.4,Sintomas no encontrados
2397,E89.5,Sintomas no encontrados
2398,E89.6,Sintomas no encontrados
2399,E89.8,Sintomas no encontrados
2400,E89.9,Sintomas no encontrados
2401,E90,Sintomas no encontrados
2402,F00,Sintomas no encontrados
2403,F00.0,Sintomas no encontrados
2404,F00.1,Sintomas no encontrados
2405,F00.2,Sintomas no encontrados
2406,F00.9,Sintomas no encontrados
2407,F01,Cognitive impairment
2408,F01.0,Sintomas no encontrados
2409,F01.1,Cognitive impairment
2410,F01.2,Sintomas no encontrados
2411,F01.3,Sintomas no encontrados
2412,F01.8,Sintomas no encontrados
2413,F01.9,Sintomas no encontrados
2414,F02,Sintomas no encontrados
2415,F02.0,Sintomas no encontrados
2416,F02.1,Sintomas no encontrados
2417,F02.2,Sintomas no encontrados
2418,F02.3,Sintomas no encontrados
2419,F02.4,Sintomas no encontrados
2420,F02.8,Sintomas no encontrados
2421,F03,Sintomas no encontrados
2422,F04,Sintomas no encontrados
2423,F05,Sintomas no encontrados
2424,F05.0,Sintomas no encontrados
2425,F05.1,Sintomas no encontrados
2426,F05.8,Sintomas no encontrados
2427,F05.9,Sintomas no encontrados
2428,F06,Sintomas no encontrados
2429,F06.0,Sintomas no encontrados
2430,F06.1,Sintomas no encontrados
2431,F06.2,Sintomas no encontrados
2432,F06.3,Sintomas no encontrados
2433,F06.4,Sintomas no encontrados
2434,F06.5,Sintomas no encontrados
2435,F06.6,Sintomas no encontrados
2436,F06.7,"Can include memory impairments (amnestic) or cognitive problems like impaired decision making, language, or visuospatial skills (non-amnestic)"
2437,F06.8,Sintomas no encontrados
2438,F06.9,Sintomas no encontrados
2439,F07,Sintomas no encontrados
2440,F07.0,Sintomas no encontrados
2441,F07.1,Sintomas no encontrados
2442,F07.2,Sintomas no encontrados
2443,F07.8,Sintomas no encontrados
2444,F07.9,Sintomas no encontrados
2445,F09,Sintomas no encontrados
2446,F10,Sintomas no encontrados
2447,F10.0,Sintomas no encontrados
2448,F10.1,Sintomas no encontrados
2449,F10.2,Sintomas no encontrados
2450,F10.3,Sintomas no encontrados
2451,F10.4,Sintomas no encontrados
2452,F10.5,Sintomas no encontrados
2453,F10.6,Sintomas no encontrados
2454,F10.7,Sintomas no encontrados
2455,F10.8,Sintomas no encontrados
2456,F10.9,Sintomas no encontrados
2457,F11,Sintomas no encontrados
2458,F11.0,Sintomas no encontrados
2459,F11.1,Sintomas no encontrados
2460,F11.2,Sintomas no encontrados
2461,F11.3,Sintomas no encontrados
2462,F11.4,Sintomas no encontrados
2463,F11.5,Sintomas no encontrados
2464,F11.6,Sintomas no encontrados
2465,F11.7,Sintomas no encontrados
2466,F11.8,Sintomas no encontrados
2467,F11.9,Sintomas no encontrados
2468,F12,Sintomas no encontrados
2469,F12.0,Sintomas no encontrados
2470,F12.1,Sintomas no encontrados
2471,F12.2,Sintomas no encontrados
2472,F12.3,Sintomas no encontrados
2473,F12.4,Sintomas no encontrados
2474,F12.5,Sintomas no encontrados
2475,F12.6,Sintomas no encontrados
2476,F12.7,Sintomas no encontrados
2477,F12.8,Sintomas no encontrados
2478,F12.9,Sintomas no encontrados
2479,F13,Sintomas no encontrados
2480,F13.0,Sintomas no encontrados
2481,F13.1,Sintomas no encontrados
2482,F13.2,Sintomas no encontrados
2483,F13.3,Sintomas no encontrados
2484,F13.4,Sintomas no encontrados
2485,F13.5,Sintomas no encontrados
2486,F13.6,Sintomas no encontrados
2487,F13.7,Sintomas no encontrados
2488,F13.8,Sintomas no encontrados
2489,F13.9,Sintomas no encontrados
2490,F14,Sintomas no encontrados
2491,F14.0,Sintomas no encontrados
2492,F14.1,Sintomas no encontrados
2493,F14.2,Sintomas no encontrados
2494,F14.3,Sintomas no encontrados
2495,F14.4,Sintomas no encontrados
2496,F14.5,Sintomas no encontrados
2497,F14.6,Sintomas no encontrados
2498,F14.7,Sintomas no encontrados
2499,F14.8,Sintomas no encontrados
2500,F14.9,Sintomas no encontrados
2501,F15,Sintomas no encontrados
2502,F15.0,Sintomas no encontrados
2503,F15.1,Sintomas no encontrados
2504,F15.2,Sintomas no encontrados
2505,F15.3,Sintomas no encontrados
2506,F15.4,Sintomas no encontrados
2507,F15.5,Sintomas no encontrados
2508,F15.6,Sintomas no encontrados
2509,F15.7,Sintomas no encontrados
2510,F15.8,Sintomas no encontrados
2511,F15.9,Sintomas no encontrados
2512,F16,Sintomas no encontrados
2513,F16.0,Sintomas no encontrados
2514,F16.1,Sintomas no encontrados
2515,F16.2,Sintomas no encontrados
2516,F16.3,Sintomas no encontrados
2517,F16.4,Sintomas no encontrados
2518,F16.5,Sintomas no encontrados
2519,F16.6,Sintomas no encontrados
2520,F16.7,Sintomas no encontrados
2521,F16.8,Sintomas no encontrados
2522,F16.9,Sintomas no encontrados
2523,F17,Sintomas no encontrados
2524,F17.0,Sintomas no encontrados
2525,F17.1,Sintomas no encontrados
2526,F17.2,Sintomas no encontrados
2527,F17.3,Sintomas no encontrados
2528,F17.4,Sintomas no encontrados
2529,F17.5,Sintomas no encontrados
2530,F17.6,Sintomas no encontrados
2531,F17.7,Sintomas no encontrados
2532,F17.8,Sintomas no encontrados
2533,F17.9,Sintomas no encontrados
2534,F18,Sintomas no encontrados
2535,F18.0,Sintomas no encontrados
2536,F18.1,Sintomas no encontrados
2537,F18.2,Sintomas no encontrados
2538,F18.3,Sintomas no encontrados
2539,F18.4,Sintomas no encontrados
2540,F18.5,Sintomas no encontrados
2541,F18.6,Sintomas no encontrados
2542,F18.7,Sintomas no encontrados
2543,F18.8,Sintomas no encontrados
2544,F18.9,Sintomas no encontrados
2545,F19,Sintomas no encontrados
2546,F19.0,Sintomas no encontrados
2547,F19.1,Sintomas no encontrados
2548,F19.2,Sintomas no encontrados
2549,F19.3,Sintomas no encontrados
2550,F19.4,Sintomas no encontrados
2551,F19.5,Sintomas no encontrados
2552,F19.6,Sintomas no encontrados
2553,F19.7,Sintomas no encontrados
2554,F19.8,Sintomas no encontrados
2555,F19.9,Sintomas no encontrados
2556,F20,"Hallucinations (usually hearing voices), delusions, paranoia, confused thinking[2][3]"
2557,F20.0,"Hallucinations (usually hearing voices), delusions, paranoia, confused thinking[2][3]"
2558,F20.1,Sintomas no encontrados
2559,F20.2,"Immobility, mutism, staring, posturing, rigidity, etc."
2560,F20.3,"Hallucinations (usually hearing voices), delusions, paranoia, confused thinking[2][3]"
2561,F20.4,Sintomas no encontrados
2562,F20.5,"Hallucinations (usually hearing voices), delusions, paranoia, confused thinking[2][3]"
2563,F20.6,Sintomas no encontrados
2564,F20.8,Sintomas no encontrados
2565,F20.9,Sintomas no encontrados
2566,F21,"strange thinking or behavior, unusual beliefs, paranoia, severe anxiety, lack of friends"
2567,F22,Sintomas no encontrados
2568,F22.0,Strong false belief(s) despite superior evidence to the contrary
2569,F22.8,Sintomas no encontrados
2570,F22.9,Sintomas no encontrados
2571,F23,Sintomas no encontrados
2572,F23.0,Sintomas no encontrados
2573,F23.1,Sintomas no encontrados
2574,F23.2,Sintomas no encontrados
2575,F23.3,Sintomas no encontrados
2576,F23.8,Sintomas no encontrados
2577,F23.9,Sintomas no encontrados
2578,F24,Sintomas no encontrados
2579,F25,"Hallucinations, delusions, disorganized thinking, depressed mood, manic behavior[1]"
2580,F25.0,Sintomas no encontrados
2581,F25.1,Sintomas no encontrados
2582,F25.2,Sintomas no encontrados
2583,F25.8,Sintomas no encontrados
2584,F25.9,Sintomas no encontrados
2585,F28,Sintomas no encontrados
2586,F29,Sintomas no encontrados
2587,F30,Sintomas no encontrados
2588,F30.0,Sintomas no encontrados
2589,F30.1,Sintomas no encontrados
2590,F30.2,Sintomas no encontrados
2591,F30.8,Sintomas no encontrados
2592,F30.9,Sintomas no encontrados
2593,F31,Periods of depression and elevated mood[4][5]
2594,F31.0,Sintomas no encontrados
2595,F31.1,Sintomas no encontrados
2596,F31.2,Sintomas no encontrados
2597,F31.3,Sintomas no encontrados
2598,F31.4,Sintomas no encontrados
2599,F31.5,Sintomas no encontrados
2600,F31.6,Sintomas no encontrados
2601,F31.7,Sintomas no encontrados
2602,F31.8,Sintomas no encontrados
2603,F31.9,Sintomas no encontrados
2604,F32,Sintomas no encontrados
2605,F32.0,Sintomas no encontrados
2606,F32.1,Sintomas no encontrados
2607,F32.2,Sintomas no encontrados
2608,F32.3,Sintomas no encontrados
2609,F32.8,Sintomas no encontrados
2610,F32.9,Sintomas no encontrados
2611,F33,"Low mood, low self-esteem, loss of interest in normally enjoyable activities, low energy, pain without a clear cause[1]"
2612,F33.0,Sintomas no encontrados
2613,F33.1,Sintomas no encontrados
2614,F33.2,Sintomas no encontrados
2615,F33.3,Sintomas no encontrados
2616,F33.4,Sintomas no encontrados
2617,F33.8,Sintomas no encontrados
2618,F33.9,Sintomas no encontrados
2619,F34,Sintomas no encontrados
2620,F34.0,Periods of depression and elevated mood[1]
2621,F34.1,"Low mood, low self-esteem, loss of interest in normally enjoyable activities, low energy, pain without a clear cause[2]"
2622,F34.8,Sintomas no encontrados
2623,F34.9,Sintomas no encontrados
2624,F38,Sintomas no encontrados
2625,F38.0,Sintomas no encontrados
2626,F38.1,Sintomas no encontrados
2627,F38.8,Sintomas no encontrados
2628,F39,Sintomas no encontrados
2629,F40,Fear of an object or situation[1]
2630,F40.0,"Anxiety in situations perceived to be unsafe, panic attacks[1][2]"
2631,F40.1,"Social isolation, hypervigilance, feeling of inferiority, low self-esteem, difficulty socializing with others"
2632,F40.2,Sintomas no encontrados
2633,F40.8,Sintomas no encontrados
2634,F40.9,Sintomas no encontrados
2635,F41,Sintomas no encontrados
2636,F41.0,Sintomas no encontrados
2637,F41.1,"Excessive worry, restlessness, trouble sleeping, feeling tired, irritability, sweating, trembling[1]"
2638,F41.2,Sintomas no encontrados
2639,F41.3,Sintomas no encontrados
2640,F41.8,Sintomas no encontrados
2641,F41.9,Sintomas no encontrados
2642,F42,"Feel the need to check things repeatedly, perform certain routines repeatedly, have certain thoughts repeatedly[1]"
2643,F42.0,Sintomas no encontrados
2644,F42.1,Sintomas no encontrados
2645,F42.2,Sintomas no encontrados
2646,F42.8,Sintomas no encontrados
2647,F42.9,Sintomas no encontrados
2648,F43,Sintomas no encontrados
2649,F43.0,Sintomas no encontrados
2650,F43.1,"Disturbing thoughts, feelings, or dreams related to the event; mental or physical distress to trauma-related cues; efforts to avoid trauma-related situations; increased fight-or-flight response[1]"
2651,F43.2,Sintomas no encontrados
2652,F43.8,Sintomas no encontrados
2653,F43.9,Sintomas no encontrados
2654,F44,Sintomas no encontrados
2655,F44.0,Reported memory loss[1]
2656,F44.1,Sintomas no encontrados
2657,F44.2,Sintomas no encontrados
2658,F44.3,Sintomas no encontrados
2659,F44.4,Sintomas no encontrados
2660,F44.5,Sintomas no encontrados
2661,F44.6,Sintomas no encontrados
2662,F44.7,Sintomas no encontrados
2663,F44.8,Sintomas no encontrados
2664,F44.9,Sintomas no encontrados
2665,F45,Sintomas no encontrados
2666,F45.0,"Variable physical symptoms that can include headaches, generalized pain, changes in bowel movements, fatigue, weakness, pain with sex,[1] distress about these symtoms"
2667,F45.1,"Variable physical symptoms that can include headaches, generalized pain, changes in bowel movements, fatigue, weakness, pain with sex,[1] distress about these symtoms"
2668,F45.2,"Excessive and persistent fear of, or preoccupation with, having or developing a severe illness"
2669,F45.3,"fatigue upon exertion, shortness of breath, palpitations, sweating, chest pain"
2670,F45.4,Sintomas no encontrados
2671,F45.8,Sintomas no encontrados
2672,F45.9,Sintomas no encontrados
2673,F48,Sintomas no encontrados
2674,F48.0,Sintomas no encontrados
2675,F48.1,"Depersonalization,
Derealization"
2676,F48.8,Sintomas no encontrados
2677,F48.9,Sintomas no encontrados
2678,F50,Abnormal eating habits that negatively affect physical or mental health[1]
2679,F50.0,"Low weight, fear of gaining weight, strong desire to be thin, food restrictions[1] body image disturbance"
2680,F50.1,Sintomas no encontrados
2681,F50.2,"Eating a large amount of food in a short amount of time followed by vomiting or the use of laxatives, often normal weight[1][2]"
2682,F50.3,Sintomas no encontrados
2683,F50.4,Sintomas no encontrados
2684,F50.5,Sintomas no encontrados
2685,F50.8,Sintomas no encontrados
2686,F50.9,Sintomas no encontrados
2687,F51,Sintomas no encontrados
2688,F51.0,Sintomas no encontrados
2689,F51.1,Sintomas no encontrados
2690,F51.2,Sintomas no encontrados
2691,F51.3,Sintomas no encontrados
2692,F51.4,Sintomas no encontrados
2693,F51.5,Sintomas no encontrados
2694,F51.8,Sintomas no encontrados
2695,F51.9,Sintomas no encontrados
2696,F52,Sintomas no encontrados
2697,F52.0,Sintomas no encontrados
2698,F52.1,Sintomas no encontrados
2699,F52.2,Inability to gain or maintain an erection
2700,F52.3,Sintomas no encontrados
2701,F52.4,Sintomas no encontrados
2702,F52.5,Sintomas no encontrados
2703,F52.6,Sintomas no encontrados
2704,F52.7,Sintomas no encontrados
2705,F52.8,Sintomas no encontrados
2706,F52.9,Sintomas no encontrados
2707,F53,Sintomas no encontrados
2708,F53.0,Sintomas no encontrados
2709,F53.1,Sintomas no encontrados
2710,F53.8,Sintomas no encontrados
2711,F53.9,Sintomas no encontrados
2712,F54,Sintomas no encontrados
2713,F55,Sintomas no encontrados
2714,F59,Sintomas no encontrados
2715,F60,Sintomas no encontrados
2716,F60.0,"Paranoid delusions, pervasive suspiciousness, generalized mistrust of others, hypersensitivity, scanning of environments for clues or suggestions that may validate fears or biases"
2717,F60.1,"Pervasive emotional detachment, reduced affect, lack of close friends, apathy, anhedonia, unintentional insensitivity to social norms, sexual abstinence, preoccupation with fantasy,[1] autistic thinking without loss of skill to recognize reality[2]"
2718,F60.2,"Pervasive deviance, deception, impulsivity, irritability, aggression, recklessness, manipulation
and callous and unemotional traits"
2719,F60.3,"Unstable relationships, sense of self, and emotions; impulsivity; recurrent suicidal behavior and self-harm; fear of abandonment; chronic feelings of emptiness; inappropriate anger; feeling detached from reality[6][7]"
2720,F60.4,"Persistent attention seeking, exhibitionism"
2721,F60.5,Obsession with rules and order; perfectionism; excessive devotion to productivity; inability to delegate tasks; zealotry on matters of morality; rigidity and stubbornness
2722,F60.6,Sintomas no encontrados
2723,F60.7,"Avoidance of decision-making, fear of abandonment, passive and clingy behavior, low social boundaries, oversensitivity to criticism"
2724,F60.8,Sintomas no encontrados
2725,F60.9,Sintomas no encontrados
2726,F61,Sintomas no encontrados
2727,F62,Sintomas no encontrados
2728,F62.0,Sintomas no encontrados
2729,F62.1,Sintomas no encontrados
2730,F62.8,Sintomas no encontrados
2731,F62.9,Sintomas no encontrados
2732,F63,Sintomas no encontrados
2733,F63.0,"Spending a lot of money and time in casino/sports betting, Video game addiction[1]"
2734,F63.1,Sintomas no encontrados
2735,F63.2,Sintomas no encontrados
2736,F63.3,"Visible hair loss, distress[1][2]"
2737,F63.8,Sintomas no encontrados
2738,F63.9,Sintomas no encontrados
2739,F64,Distress related to one's assigned gender or sex[1][2][3]
2740,F64.0,Sintomas no encontrados
2741,F64.1,Sintomas no encontrados
2742,F64.2,Sintomas no encontrados
2743,F64.8,Sintomas no encontrados
2744,F64.9,Sintomas no encontrados
2745,F65,Sintomas no encontrados
2746,F65.0,Sintomas no encontrados
2747,F65.1,Excessive sexual or erotic interest in cross-dressing
2748,F65.2,Sintomas no encontrados
2749,F65.3,Sintomas no encontrados
2750,F65.4,Sintomas no encontrados
2751,F65.5,Sintomas no encontrados
2752,F65.6,Sintomas no encontrados
2753,F65.8,Sintomas no encontrados
2754,F65.9,Sintomas no encontrados
2755,F66,Sintomas no encontrados
2756,F66.0,Sintomas no encontrados
2757,F66.1,Sintomas no encontrados
2758,F66.2,Sintomas no encontrados
2759,F66.8,Sintomas no encontrados
2760,F66.9,Sintomas no encontrados
2761,F68,Sintomas no encontrados
2762,F68.0,Sintomas no encontrados
2763,F68.1,Sintomas no encontrados
2764,F68.8,Sintomas no encontrados
2765,F69,Sintomas no encontrados
2766,F70,"Intellectual developmental disability (IDD), general learning disability[1]"
2767,F70.0,Sintomas no encontrados
2768,F70.1,Sintomas no encontrados
2769,F70.8,Sintomas no encontrados
2770,F70.9,Sintomas no encontrados
2771,F71,"Intellectual developmental disability (IDD), general learning disability[1]"
2772,F71.0,Sintomas no encontrados
2773,F71.1,Sintomas no encontrados
2774,F71.8,Sintomas no encontrados
2775,F71.9,Sintomas no encontrados
2776,F72,"Intellectual developmental disability (IDD), general learning disability[1]"
2777,F72.0,Sintomas no encontrados
2778,F72.1,Sintomas no encontrados
2779,F72.8,Sintomas no encontrados
2780,F72.9,Sintomas no encontrados
2781,F73,"Intellectual developmental disability (IDD), general learning disability[1]"
2782,F73.0,Sintomas no encontrados
2783,F73.1,Sintomas no encontrados
2784,F73.8,Sintomas no encontrados
2785,F73.9,Sintomas no encontrados
2786,F78,Sintomas no encontrados
2787,F78.0,Sintomas no encontrados
2788,F78.1,Sintomas no encontrados
2789,F78.8,Sintomas no encontrados
2790,F78.9,Sintomas no encontrados
2791,F79,Sintomas no encontrados
2792,F79.0,Sintomas no encontrados
